Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
20803,I am a developer by profession,No,23.0,18,Monthly,60000.0,4668.0,Pakistan,Pakistani rupee,PKR,,SQLite,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,Man,"Diversity of the company or organization;Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with",Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",Dart;Go;Python;R;Rust,Java;Kotlin,Flutter;Pandas;React Native,Flutter,,Github;Gitlab;Slack;Microsoft Teams;Trello,Yes,Somewhat important,Very important,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Every few months,Not sure,Yes,No,Rarely: 1-2 days per year or less,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Watch help / tutorial videos,Windows,100 to 499 employees,AWS;Docker;Google Cloud Platform;Kubernetes,Android,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",Less than once per month or monthly,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Django,React.js,Just as welcome now as I felt last year,7.0,6,2
20810,I am a developer by profession,Yes,25.0,19,Monthly,160500.0,12492.0,Pakistan,Pakistani rupee,PKR,MongoDB;Oracle;PostgreSQL;SQLite,Firebase;Microsoft SQL Server;MySQL,"Developer, embedded applications or devices;Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,South Asian,Man,Flex time or a flexible schedule;Office environment or company culture;Opportunities for professional development,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Dart;Kotlin;Python;Ruby,C#;Objective-C;PHP;SQL;Swift,Node.js;React Native;Xamarin,,"Confluence;Jira;Github;Gitlab;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",Yes,Somewhat important,Very important,Wanting to share accomplishments with a wider network;Trouble with my direct manager,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Every few months,No,Yes,No,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Play games;Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,MacOS,100 to 499 employees,Android;iOS;MacOS;Microsoft Azure;Windows,Google Cloud Platform;iOS;Microsoft Azure;WordPress,I have some influence,Straight / Heterosexual,Yes,"Yes, somewhat",Less than once per month or monthly,Daily or almost daily,Neither easy nor difficult,Too long,No,"Computer science, computer engineering, or software engineering",,,Somewhat more welcome now than last year,45.0,7,5
20864,I am a student who is learning to code,No,,23,,,,Pakistan,,,,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,East Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Opportunities for professional development",,"I’m not actively looking, but I am open to new opportunities",C;HTML/CSS;JavaScript;Python,Python,,,Github;Facebook Workplace;Stack Overflow for Teams,Github;Facebook Workplace;Stack Overflow for Teams,,,,,,Once a decade,Yes,,No,,Start a free trial,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Go for a walk or other physical activity;Panic;Do other work and come back later;Visit another developer community (please name):,Windows,,,,,,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,A few times per month or weekly,Neither easy nor difficult,Too long,No,"Computer science, computer engineering, or software engineering",,,Somewhat less welcome now than last year,,Less than 1 year,
20906,I am a developer by profession,Yes,,20,Monthly,70000.0,5448.0,Pakistan,Pakistani rupee,PKR,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,MongoDB;MySQL;PostgreSQL,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,Industry that I’d be working in;Office environment or company culture;Opportunities for professional development,Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;PHP,Ansible;Chef;Node.js;Puppet,Node.js,Jira;Github;Slack;Microsoft Azure,Jira;Github;Slack;Microsoft Azure;Trello,No,Somewhat important,Somewhat important,Curious about other opportunities;Wanting to work with new technologies,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",,No,Onboarding? What onboarding?,No,Sometimes: 1-2 days per month but less than weekly,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Watch help / tutorial videos,Linux-based,10 to 19 employees,AWS;Docker;Heroku;Kubernetes;Linux;Microsoft Azure,Docker;Heroku;Linux;Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, definitely",A few times per month or weekly,Multiple times per day,Easy,Too short,No,"Computer science, computer engineering, or software engineering",Express;jQuery;React.js,Express;jQuery;React.js;Vue.js,Somewhat more welcome now than last year,42.0,6,3
20930,I am a developer by profession,Yes,36.0,13,Monthly,,,Pakistan,United States dollar,USD,Cassandra;Elasticsearch;MariaDB;MySQL;Oracle;Redis;SQLite,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Engineering manager;Product manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,East Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Specific department or team I’d be working on;Office environment or company culture",Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",Java;JavaScript;SQL,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Perl;PHP;SQL;VBA,Apache Spark;TensorFlow,,Jira;Github;Microsoft Azure;Trello,Jira;Microsoft Azure;Trello,No,Neutral,Very important,Trouble with my teammates;Growth or leadership opportunities;Looking to relocate,,Once a year,,Onboarding? What onboarding?,No,Occasionally: 1-2 days per quarter but less than monthly,,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Do other work and come back later,Windows,500 to 999 employees,Android,Linux;Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per month or weekly,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Django;Express;React.js;Spring;Symfony,jQuery;Spring,Just as welcome now as I felt last year,40.0,20,14
20937,I am a student who is learning to code,No,21.0,18,,,,Pakistan,,,DynamoDB;Firebase;MySQL;Oracle;SQLite,Firebase;MySQL;SQLite,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",,"I’m not actively looking, but I am open to new opportunities",Java;Kotlin;Objective-C;R;Swift,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL,,,,,,,,,,Every few months,Yes,,No,,Start a free trial;Read ratings or reviews on third party sites like G2Crowd,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),,Windows,,Android,Android,,,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,A few times per week,Neither easy nor difficult,Too long,No,"Computer science, computer engineering, or software engineering",,,Somewhat more welcome now than last year,,3,
20970,I am a student who is learning to code,Yes,,17,,,,Pakistan,,,MySQL,Microsoft SQL Server;MySQL;SQLite,"Developer, back-end;Developer, front-end",,"Not employed, but looking for work",South Asian,Man,"Languages, frameworks, and other technologies I’d be working with",,"I’m not actively looking, but I am open to new opportunities",C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,C#;C++;HTML/CSS;JavaScript;PHP;SQL,Node.js;Pandas,,Github,,,,,,,Once every few years,Not sure,,No,,Visit developer communities like Stack Overflow,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Windows,,Android;Heroku;Raspberry Pi,,,,Yes,"No, not really",A few times per month or weekly,Multiple times per day,Easy,Appropriate in length,,"Computer science, computer engineering, or software engineering",Express;jQuery;React.js,,Just as welcome now as I felt last year,,3,
21012,I am a developer by profession,No,24.0,18,Monthly,,,Pakistan,Pakistani rupee,PKR,,MongoDB;MySQL,"Developer, back-end;Developer, front-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,Man,Flex time or a flexible schedule;Financial performance or funding status of the company or organization;Opportunities for professional development,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Java;Scala,HTML/CSS;JavaScript;Python;SQL,Teraform;Unity 3D,,Confluence;Jira;Github;Facebook Workplace;Slack;Trello,Confluence;Jira;Github;Facebook Workplace;Slack;Trello,Yes,Neutral,Very important,Just because;Having a bad day (or week or month) at work;Better compensation;Better work/life balance;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Every few months,Not sure,Onboarding? What onboarding?,No,Often: 1-2 days per week or more,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Linux-based,100 to 499 employees,Android;AWS;Docker,Linux;MacOS;Slack Apps and Integrations,I have little or no influence,Straight / Heterosexual,Yes,Neutral,I have never participated in Q&A on Stack Overflow,Daily or almost daily,Neither easy nor difficult,Too long,No,"Computer science, computer engineering, or software engineering",Django;Ruby on Rails,Django,Just as welcome now as I felt last year,40.0,5,1
21016,I am a student who is learning to code,Yes,20.0,16,,,,Pakistan,,,Microsoft SQL Server;MySQL,,,Some college/university study without earning a degree,Student,South Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Financial performance or funding status of the company or organization;Opportunities for professional development",,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;C#;HTML/CSS;SQL,C#;HTML/CSS;SQL,.NET;.NET Core;Unity 3D;Xamarin,.NET,Github,Github,,,,,,Once a year,Yes,,No,,Start a free trial;Ask developers I know/work with,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Watch help / tutorial videos,Windows,,Android;Arduino;Linux;Windows,Windows,,Straight / Heterosexual,Yes,Not sure,Less than once per month or monthly,A few times per week,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",ASP.NET;ASP.NET Core,ASP.NET,Just as welcome now as I felt last year,,4,
21100,I am a student who is learning to code,Yes,20.0,15,,,,Pakistan,,,MySQL,MariaDB;Microsoft SQL Server;MySQL,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,East Asian,Man,Opportunities for professional development,,I am not interested in new job opportunities,C++;HTML/CSS;Java;PHP;SQL,Assembly;C++;HTML/CSS;Java;JavaScript;PHP;SQL,,,"Github;Google Suite (Docs, Meet, etc)","Github;Google Suite (Docs, Meet, etc)",,,,,,Once every few years,Yes,,Yes,,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Watch help / tutorial videos;Do other work and come back later,Windows,,Android;Arduino;Raspberry Pi;WordPress,Android;Arduino;Raspberry Pi;Windows;WordPress,,Straight / Heterosexual,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,A few times per month or weekly,Easy,Appropriate in length,No,,jQuery,Drupal;jQuery,Somewhat more welcome now than last year,,5,
21144,"I am not primarily a developer, but I write code sometimes as part of my work",No,,14,Monthly,,,Pakistan,Pakistani rupee,PKR,DynamoDB;Elasticsearch;Firebase;MongoDB;PostgreSQL;Redis,DynamoDB;Microsoft SQL Server;MySQL;PostgreSQL,"Academic researcher;Developer, QA or test;Educator;Engineer, data;Product manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Middle Eastern,,Flex time or a flexible schedule;Office environment or company culture;Opportunities for professional development,Very satisfied,I am actively looking for a job,C#;Java;JavaScript;Kotlin;Python;Scala,C#;Java;Python;SQL,Ansible;Apache Spark;Chef;Keras;Pandas;React Native;TensorFlow,.NET;Pandas;Teraform,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Yes,Somewhat important,Fairly important,Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind)",Every few months,No,Yes,Yes,Often: 1-2 days per week or more,Start a free trial;Read ratings or reviews on third party sites like G2Crowd,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Watch help / tutorial videos;Visit another developer community (please name):,Windows,500 to 999 employees,AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Kubernetes;Microsoft Azure,Android;Arduino;AWS;Linux;Windows;WordPress,I have some influence,,Yes,"Yes, somewhat",Less than once per month or monthly,Daily or almost daily,Neither easy nor difficult,Too long,,"Computer science, computer engineering, or software engineering",,ASP.NET;Spring,Just as welcome now as I felt last year,40.0,13,5
